processo_id;acao;autor;reu
P-07606;Execução de título extrajudicial;Oficina Mecânica do Zé;Instituto Nacional de Energia Renovável
P-07607;Execução Cível;Juliana Rocha;Pedro Henrique Santos
P-07608;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;João da Silva
P-07609;Execução Fiscal;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-07610;Execução Fiscal;Instituto Nacional de Energia Renovável;Maria Oliveira
P-07611;Execução Cível;Ricardo Almeida;João da Silva
P-07612;Busca e apreensão;Secretaria de Saúde de Santa Clara;TechBrasil S.A.
P-07613;Extinção de condomínio;Pedro Henrique Santos;Fernanda Costa
P-07614;Extinção de condomínio;Oficina Mecânica do Zé;Construtora Nova Era Ltda.
P-07615;Execução de alimentos;Carlos Souza;Construtora Nova Era Ltda.
P-07616;Inventário e partilha;João da Silva;Construtora Nova Era Ltda.
P-07617;Execução de título extrajudicial;TechBrasil S.A.;Secretaria de Saúde de Santa Clara
P-07618;Execução de título extrajudicial;GlobalTech Corp.;Ricardo Almeida
P-07619;Execução Cível;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-07620;Ações hipotecárias;GlobalTech Corp.;Secretaria de Saúde de Santa Clara
P-07621;Trabalhista;Carlos Souza;Juliana Rocha
P-07622;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Fernanda Costa
P-07623;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-07624;Busca e apreensão;GlobalTech Corp.;Construtora Nova Era Ltda.
P-07625;Extinção de condomínio;Ricardo Almeida;Ricardo Almeida
P-07626;Trabalhista;Construtora Nova Era Ltda.;Ana Paula Lima
P-07627;Falência e Recuperação Judicial;Estado de Santa Aurora;Oficina Mecânica do Zé
P-07628;Execução de alimentos;Construtora Nova Era Ltda.;Pedro Henrique Santos
P-07629;Execução de alimentos;Maria Oliveira;João da Silva
P-07630;Extinção de condomínio;Oficina Mecânica do Zé;Fernanda Costa
P-07631;Falência e Recuperação Judicial;Estado de Santa Aurora;João da Silva
P-07632;Busca e apreensão;Ricardo Almeida;Maria Oliveira
P-07633;Inventário e partilha;GlobalTech Corp.;Pedro Henrique Santos
P-07634;Trabalhista;Oficina Mecânica do Zé;Prefeitura Municipal de Nova Esperança
P-07635;Execução de alimentos;Ana Paula Lima;TechBrasil S.A.
P-07636;Execução de alimentos;Instituto Nacional de Energia Renovável;Ricardo Almeida
P-07637;Execução de título extrajudicial;Pedro Henrique Santos;Fernanda Costa
P-07638;Execução Cível;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-07639;Inventário e partilha;Ricardo Almeida;Pedro Henrique Santos
P-07640;Execução de alimentos;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-07641;Ações hipotecárias;Ana Paula Lima;Ana Paula Lima
P-07642;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Pedro Henrique Santos
P-07643;Execução de título extrajudicial;Pedro Henrique Santos;Secretaria de Saúde de Santa Clara
P-07644;Execução Fiscal;Estado de Santa Aurora;Secretaria de Saúde de Santa Clara
P-07645;Inventário e partilha;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-07646;Execução de alimentos;Juliana Rocha;João da Silva
P-07647;Execução Cível;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-07648;Execução Fiscal;Secretaria de Saúde de Santa Clara;Fernanda Costa
P-07649;Extinção de condomínio;Carlos Souza;Instituto Nacional de Energia Renovável
P-07650;Inventário e partilha;Fernanda Costa;Ricardo Almeida
P-07651;Busca e apreensão;Fernanda Costa;Carlos Souza
P-07652;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-07653;Trabalhista;Pedro Henrique Santos;Fernanda Costa
P-07654;Execução de título extrajudicial;TechBrasil S.A.;Prefeitura Municipal de Nova Esperança
P-07655;Extinção de condomínio;Fernanda Costa;Fernanda Costa
P-07656;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-07657;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-07658;Busca e apreensão;Pedro Henrique Santos;Maria Oliveira
P-07659;Execução Cível;TechBrasil S.A.;Secretaria de Saúde de Santa Clara
P-07660;Extinção de condomínio;Maria Oliveira;Oficina Mecânica do Zé
P-07661;Trabalhista;AgroVale Ltda.;João da Silva
P-07662;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Fernanda Costa
P-07663;Inventário e partilha;Maria Oliveira;Estado de Santa Aurora
P-07664;Inventário e partilha;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-07665;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-07666;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-07667;Trabalhista;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-07668;Busca e apreensão;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-07669;Execução de alimentos;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-07670;Falência e Recuperação Judicial;Estado de Santa Aurora;Estado de Santa Aurora
P-07671;Execução de título extrajudicial;Construtora Nova Era Ltda.;Pedro Henrique Santos
P-07672;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Juliana Rocha
P-07673;Execução Fiscal;Instituto Nacional de Energia Renovável;Estado de Santa Aurora
P-07674;Trabalhista;AgroVale Ltda.;Instituto Nacional de Energia Renovável
P-07675;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-07676;Execução de título extrajudicial;Juliana Rocha;Prefeitura Municipal de Nova Esperança
P-07677;Falência e Recuperação Judicial;Estado de Santa Aurora;Estado de Santa Aurora
P-07678;Trabalhista;Pedro Henrique Santos;Carlos Souza
P-07679;Busca e apreensão;Pedro Henrique Santos;Juliana Rocha
P-07680;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Fernanda Costa
P-07681;Busca e apreensão;Pedro Henrique Santos;Prefeitura Municipal de Nova Esperança
P-07682;Execução Fiscal;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-07683;Falência e Recuperação Judicial;Estado de Santa Aurora;Fernanda Costa
P-07684;Inventário e partilha;GlobalTech Corp.;Fernanda Costa
P-07685;Ações hipotecárias;Oficina Mecânica do Zé;Estado de Santa Aurora
P-07686;Inventário e partilha;Construtora Nova Era Ltda.;Carlos Souza
P-07687;Execução de título extrajudicial;Juliana Rocha;João da Silva
P-07688;Trabalhista;Pedro Henrique Santos;Pedro Henrique Santos
P-07689;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-07690;Execução Fiscal;Instituto Nacional de Energia Renovável;GlobalTech Corp.
P-07691;Trabalhista;Oficina Mecânica do Zé;Construtora Nova Era Ltda.
P-07692;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-07693;Busca e apreensão;Estado de Santa Aurora;GlobalTech Corp.
P-07694;Ações hipotecárias;TechBrasil S.A.;Juliana Rocha
P-07695;Busca e apreensão;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-07696;Execução de alimentos;Estado de Santa Aurora;Ricardo Almeida
P-07697;Execução de título extrajudicial;João da Silva;Juliana Rocha
P-07698;Extinção de condomínio;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-07699;Inventário e partilha;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-07700;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-07701;Inventário e partilha;Ricardo Almeida;Prefeitura Municipal de Nova Esperança
P-07702;Execução de título extrajudicial;João da Silva;Construtora Nova Era Ltda.
P-07703;Trabalhista;Carlos Souza;Estado de Santa Aurora
P-07704;Trabalhista;Construtora Nova Era Ltda.;Pedro Henrique Santos
P-07705;Inventário e partilha;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-07706;Execução Fiscal;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-07707;Inventário e partilha;Carlos Souza;João da Silva
P-07708;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Juliana Rocha
P-07709;Busca e apreensão;Secretaria de Saúde de Santa Clara;TechBrasil S.A.
P-07710;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;João da Silva
P-07711;Inventário e partilha;Oficina Mecânica do Zé;Oficina Mecânica do Zé
P-07712;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-07713;Trabalhista;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-07714;Trabalhista;Ana Paula Lima;Ana Paula Lima
P-07715;Execução Fiscal;Estado de Santa Aurora;Ana Paula Lima
P-07716;Trabalhista;Oficina Mecânica do Zé;Ricardo Almeida
P-07717;Ações hipotecárias;Estado de Santa Aurora;GlobalTech Corp.
P-07718;Execução Cível;Secretaria de Saúde de Santa Clara;Juliana Rocha
P-07719;Extinção de condomínio;Juliana Rocha;GlobalTech Corp.
P-07720;Execução de alimentos;Maria Oliveira;Estado de Santa Aurora
P-07721;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-07722;Execução de título extrajudicial;Construtora Nova Era Ltda.;AgroVale Ltda.
P-07723;Trabalhista;Carlos Souza;Prefeitura Municipal de Nova Esperança
P-07724;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Carlos Souza
P-07725;Execução Cível;Construtora Nova Era Ltda.;AgroVale Ltda.
P-07726;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-07727;Execução Cível;TechBrasil S.A.;Ana Paula Lima
P-07728;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-07729;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-07730;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-07731;Inventário e partilha;Maria Oliveira;GlobalTech Corp.
P-07732;Ações hipotecárias;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-07733;Execução de título extrajudicial;Estado de Santa Aurora;Ana Paula Lima
P-07734;Execução Cível;TechBrasil S.A.;Ana Paula Lima
P-07735;Inventário e partilha;Fernanda Costa;Carlos Souza
P-07736;Execução de título extrajudicial;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-07737;Inventário e partilha;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-07738;Execução de título extrajudicial;Pedro Henrique Santos;Estado de Santa Aurora
P-07739;Ações hipotecárias;Estado de Santa Aurora;Fernanda Costa
P-07740;Trabalhista;Carlos Souza;Fernanda Costa
P-07741;Busca e apreensão;Pedro Henrique Santos;Carlos Souza
P-07742;Extinção de condomínio;Maria Oliveira;AgroVale Ltda.
P-07743;Inventário e partilha;João da Silva;Fernanda Costa
P-07744;Ações hipotecárias;Pedro Henrique Santos;GlobalTech Corp.
P-07745;Execução de alimentos;João da Silva;Carlos Souza
P-07746;Inventário e partilha;GlobalTech Corp.;Fernanda Costa
P-07747;Extinção de condomínio;Maria Oliveira;Prefeitura Municipal de Nova Esperança
P-07748;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-07749;Ações hipotecárias;Oficina Mecânica do Zé;Pedro Henrique Santos
P-07750;Trabalhista;Maria Oliveira;Carlos Souza
P-07751;Execução de título extrajudicial;AgroVale Ltda.;Construtora Nova Era Ltda.
P-07752;Inventário e partilha;TechBrasil S.A.;Ricardo Almeida
P-07753;Execução de título extrajudicial;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-07754;Execução de título extrajudicial;Pedro Henrique Santos;Oficina Mecânica do Zé
P-07755;Execução de título extrajudicial;GlobalTech Corp.;Juliana Rocha
P-07756;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;Fernanda Costa
P-07757;Busca e apreensão;Maria Oliveira;Fernanda Costa
P-07758;Extinção de condomínio;Instituto Nacional de Energia Renovável;Ricardo Almeida
P-07759;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-07760;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Juliana Rocha
P-07761;Busca e apreensão;Oficina Mecânica do Zé;Secretaria de Saúde de Santa Clara
P-07762;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-07763;Busca e apreensão;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-07764;Trabalhista;Fernanda Costa;Pedro Henrique Santos
P-07765;Execução Fiscal;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-07766;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-07767;Execução de título extrajudicial;Carlos Souza;TechBrasil S.A.
P-07768;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-07769;Execução de título extrajudicial;Estado de Santa Aurora;Juliana Rocha
P-07770;Execução de título extrajudicial;Maria Oliveira;Prefeitura Municipal de Nova Esperança
P-07771;Execução de alimentos;Fernanda Costa;Ricardo Almeida
P-07772;Execução Fiscal;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-07773;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-07774;Execução de título extrajudicial;Fernanda Costa;TechBrasil S.A.
P-07775;Execução Cível;Construtora Nova Era Ltda.;Secretaria de Saúde de Santa Clara
P-07776;Inventário e partilha;Maria Oliveira;Instituto Nacional de Energia Renovável
P-07777;Inventário e partilha;Ana Paula Lima;AgroVale Ltda.
P-07778;Extinção de condomínio;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-07779;Execução de alimentos;Ricardo Almeida;Secretaria de Saúde de Santa Clara
P-07780;Ações hipotecárias;João da Silva;TechBrasil S.A.
P-07781;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-07782;Trabalhista;Construtora Nova Era Ltda.;Maria Oliveira
P-07783;Extinção de condomínio;Estado de Santa Aurora;Ana Paula Lima
P-07784;Extinção de condomínio;GlobalTech Corp.;Juliana Rocha
P-07785;Extinção de condomínio;Carlos Souza;Juliana Rocha
P-07786;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Carlos Souza
P-07787;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;João da Silva
P-07788;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-07789;Trabalhista;Fernanda Costa;Construtora Nova Era Ltda.
P-07790;Execução Cível;João da Silva;GlobalTech Corp.
P-07791;Extinção de condomínio;Estado de Santa Aurora;Ana Paula Lima
P-07792;Execução Cível;AgroVale Ltda.;Pedro Henrique Santos
P-07793;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-07794;Ações hipotecárias;João da Silva;Juliana Rocha
P-07795;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-07796;Ações hipotecárias;Maria Oliveira;Secretaria de Saúde de Santa Clara
P-07797;Busca e apreensão;Maria Oliveira;GlobalTech Corp.
P-07798;Execução Fiscal;Instituto Nacional de Energia Renovável;Maria Oliveira
P-07799;Inventário e partilha;Juliana Rocha;Carlos Souza
P-07800;Execução de título extrajudicial;Ana Paula Lima;Instituto Nacional de Energia Renovável
P-07801;Ações hipotecárias;GlobalTech Corp.;Fernanda Costa
P-07802;Busca e apreensão;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-07803;Busca e apreensão;Oficina Mecânica do Zé;Carlos Souza
P-07804;Execução de título extrajudicial;Carlos Souza;Secretaria de Saúde de Santa Clara
P-07805;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-07806;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-07807;Inventário e partilha;Carlos Souza;Juliana Rocha
P-07808;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Maria Oliveira
P-07809;Execução de título extrajudicial;Maria Oliveira;Oficina Mecânica do Zé
P-07810;Inventário e partilha;Maria Oliveira;Maria Oliveira
P-07811;Ações hipotecárias;Estado de Santa Aurora;Pedro Henrique Santos
P-07812;Inventário e partilha;Secretaria de Saúde de Santa Clara;Carlos Souza
P-07813;Execução Cível;GlobalTech Corp.;Fernanda Costa
P-07814;Execução de alimentos;Carlos Souza;GlobalTech Corp.
P-07815;Inventário e partilha;João da Silva;Estado de Santa Aurora
P-07816;Trabalhista;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-07817;Inventário e partilha;João da Silva;Juliana Rocha
P-07818;Busca e apreensão;AgroVale Ltda.;Secretaria de Saúde de Santa Clara
P-07819;Trabalhista;TechBrasil S.A.;Ricardo Almeida
P-07820;Execução de título extrajudicial;Carlos Souza;Construtora Nova Era Ltda.
P-07821;Trabalhista;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-07822;Busca e apreensão;Juliana Rocha;TechBrasil S.A.
P-07823;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-07824;Execução de alimentos;Juliana Rocha;Pedro Henrique Santos
P-07825;Inventário e partilha;Secretaria de Saúde de Santa Clara;Juliana Rocha
